Comunidad,Grupo Penal,Rango Edad,Sexo,Año,Detenciones e investigados,Victimizaciones
Castilla - La Mancha,Fraude informático,18 a 25,Masculino,2018,37.0,13.0
Castilla - La Mancha,Fraude informático,18 a 25,Masculino,2017,21.0,10.0
Castilla - La Mancha,Fraude informático,18 a 25,Masculino,2016,14.0,16.0
Castilla - La Mancha,Fraude informático,18 a 25,Masculino,2015,25.0,14.0
Castilla - La Mancha,Fraude informático,18 a 25,Masculino,2014,25.0,5.0
Castilla - La Mancha,Fraude informático,18 a 25,Masculino,2013,32.0,3.0
Castilla - La Mancha,Fraude informático,18 a 25,Masculino,2012,26.0,1.0
Castilla - La Mancha,Fraude informático,18 a 25,Masculino,2011,33.0,5.0
Castilla - La Mancha,Fraude informático,18 a 25,Femenino,2019,25.0,264.0
Castilla - La Mancha,Fraude informático,18 a 25,Femenino,2018,11.0,231.0
Castilla - La Mancha,Fraude informático,18 a 25,Femenino,2017,7.0,140.0
Castilla - La Mancha,Fraude informático,18 a 25,Femenino,2016,4.0,107.0
Castilla - La Mancha,Fraude informático,18 a 25,Femenino,2015,11.0,134.0
Castilla - La Mancha,Fraude informático,18 a 25,Femenino,2014,6.0,94.0
Castilla - La Mancha,Fraude informático,18 a 25,Femenino,2013,5.0,72.0
Castilla - La Mancha,Fraude informático,18 a 25,Femenino,2012,8.0,62.0
Castilla - La Mancha,Fraude informático,18 a 25,Femenino,2011,7.0,35.0
Castilla - La Mancha,Fraude informático,26 a 40,Masculino,2019,92.0,0.0
Castilla - La Mancha,Fraude informático,26 a 40,Masculino,2018,51.0,0.0
Castilla - La Mancha,Fraude informático,26 a 40,Masculino,2017,41.0,0.0
Castilla - La Mancha,Fraude informático,26 a 40,Masculino,2016,37.0,0.0
Castilla - La Mancha,Fraude informático,26 a 40,Masculino,2015,61.0,0.0
Castilla - La Mancha,Fraude informático,26 a 40,Masculino,2014,41.0,0.0
Castilla - La Mancha,Fraude informático,26 a 40,Masculino,2013,78.0,0.0
Castilla - La Mancha,Fraude informático,26 a 40,Masculino,2012,61.0,0.0
Castilla - La Mancha,Fraude informático,26 a 40,Masculino,2011,45.0,0.0
Castilla - La Mancha,Fraude informático,26 a 40,Femenino,2019,33.0,547.0
Castilla - La Mancha,Fraude informático,26 a 40,Femenino,2018,24.0,448.0
Castilla - La Mancha,Fraude informático,26 a 40,Femenino,2017,16.0,280.0
Castilla - La Mancha,Fraude informático,26 a 40,Femenino,2016,20.0,191.0
Castilla - La Mancha,Fraude informático,26 a 40,Femenino,2015,11.0,211.0
Castilla - La Mancha,Fraude informático,26 a 40,Femenino,2014,16.0,144.0
Castilla - La Mancha,Fraude informático,26 a 40,Femenino,2013,11.0,112.0
Castilla - La Mancha,Fraude informático,26 a 40,Femenino,2012,19.0,111.0
Castilla - La Mancha,Fraude informático,26 a 40,Femenino,2011,13.0,70.0
Castilla - La Mancha,Fraude informático,41 a 50,Masculino,2019,32.0,657.0
Castilla - La Mancha,Fraude informático,41 a 50,Masculino,2018,28.0,552.0
Castilla - La Mancha,Fraude informático,41 a 50,Masculino,2017,22.0,288.0
Castilla - La Mancha,Fraude informático,41 a 50,Masculino,2016,13.0,210.0
Castilla - La Mancha,Fraude informático,41 a 50,Masculino,2015,14.0,189.0
Castilla - La Mancha,Fraude informático,41 a 50,Masculino,2014,15.0,141.0
Castilla - La Mancha,Fraude informático,41 a 50,Masculino,2013,17.0,138.0
Castilla - La Mancha,Fraude informático,41 a 50,Masculino,2012,18.0,113.0
Castilla - La Mancha,Fraude informático,41 a 50,Masculino,2011,14.0,70.0
Castilla - La Mancha,Fraude informático,41 a 50,Femenino,2019,11.0,3.0
Castilla - La Mancha,Fraude informático,41 a 50,Femenino,2018,6.0,0.0
Castilla - La Mancha,Fraude informático,41 a 50,Femenino,2017,4.0,1.0
Castilla - La Mancha,Fraude informático,41 a 50,Femenino,2016,4.0,2.0
Castilla - La Mancha,Fraude informático,41 a 50,Femenino,2015,3.0,1.0
Castilla - La Mancha,Fraude informático,41 a 50,Femenino,2014,4.0,2.0
Castilla - La Mancha,Fraude informático,41 a 50,Femenino,2013,6.0,0.0
Castilla - La Mancha,Fraude informático,41 a 50,Femenino,2012,3.0,2.0
Castilla - La Mancha,Fraude informático,41 a 50,Femenino,2011,3.0,0.0
Castilla - La Mancha,Fraude informático,51 a 65,Masculino,2019,17.0,580.0
Castilla - La Mancha,Fraude informático,51 a 65,Masculino,2018,12.0,419.0
Castilla - La Mancha,Fraude informático,51 a 65,Masculino,2017,1.0,239.0
Castilla - La Mancha,Fraude informático,51 a 65,Masculino,2016,7.0,187.0
Castilla - La Mancha,Fraude informático,51 a 65,Masculino,2015,2.0,170.0
Castilla - La Mancha,Fraude informático,51 a 65,Masculino,2014,9.0,126.0
Castilla - La Mancha,Fraude informático,51 a 65,Masculino,2013,10.0,122.0
Castilla - La Mancha,Fraude informático,51 a 65,Masculino,2012,6.0,102.0
Castilla - La Mancha,Fraude informático,51 a 65,Masculino,2011,5.0,56.0
Castilla - La Mancha,Fraude informático,51 a 65,Femenino,2019,7.0,462.0
Castilla - La Mancha,Fraude informático,51 a 65,Femenino,2018,10.0,366.0
Castilla - La Mancha,Fraude informático,51 a 65,Femenino,2017,1.0,164.0
Castilla - La Mancha,Fraude informático,51 a 65,Femenino,2016,2.0,120.0
Castilla - La Mancha,Fraude informático,51 a 65,Femenino,2015,3.0,109.0
Castilla - La Mancha,Fraude informático,51 a 65,Femenino,2014,4.0,110.0
Castilla - La Mancha,Fraude informático,51 a 65,Femenino,2013,3.0,49.0
Castilla - La Mancha,Fraude informático,51 a 65,Femenino,2012,2.0,47.0
Castilla - La Mancha,Fraude informático,51 a 65,Femenino,2011,2.0,25.0
Castilla - La Mancha,Fraude informático,> 65,Masculino,2019,2.0,1044.0
Castilla - La Mancha,Fraude informático,> 65,Masculino,2018,2.0,788.0
Castilla - La Mancha,Fraude informático,> 65,Masculino,2017,0.0,406.0
Castilla - La Mancha,Fraude informático,> 65,Masculino,2016,0.0,310.0
Castilla - La Mancha,Fraude informático,> 65,Masculino,2015,2.0,280.0
Castilla - La Mancha,Fraude informático,> 65,Masculino,2014,0.0,236.0
Castilla - La Mancha,Fraude informático,> 65,Masculino,2013,1.0,172.0
Castilla - La Mancha,Fraude informático,> 65,Masculino,2012,0.0,149.0
Castilla - La Mancha,Fraude informático,> 65,Masculino,2011,1.0,81.0
Castilla - La Mancha,Fraude informático,> 65,Femenino,2019,2.0,544.0
Castilla - La Mancha,Fraude informático,> 65,Femenino,2018,0.0,333.0
Castilla - La Mancha,Fraude informático,> 65,Femenino,2017,1.0,184.0
Castilla - La Mancha,Fraude informático,> 65,Femenino,2016,2.0,131.0
Castilla - La Mancha,Fraude informático,> 65,Femenino,2015,0.0,112.0
Castilla - La Mancha,Fraude informático,> 65,Femenino,2014,0.0,90.0
Castilla - La Mancha,Fraude informático,> 65,Femenino,2013,0.0,80.0
Castilla - La Mancha,Fraude informático,> 65,Femenino,2012,0.0,68.0
Castilla - La Mancha,Fraude informático,> 65,Femenino,2011,0.0,35.0
Castilla - La Mancha,Fraude informático,Desconocida,Masculino,2019,1.0,2.0
Castilla - La Mancha,Fraude informático,Desconocida,Masculino,2018,0.0,2.0
Castilla - La Mancha,Fraude informático,Desconocida,Masculino,2017,0.0,1.0
Castilla - La Mancha,Fraude informático,Desconocida,Masculino,2016,1.0,0.0
Castilla - La Mancha,Fraude informático,Desconocida,Masculino,2015,5.0,2.0
Castilla - La Mancha,Fraude informático,Desconocida,Masculino,2014,1.0,1.0
Castilla - La Mancha,Fraude informático,Desconocida,Masculino,2013,0.0,0.0
Castilla - La Mancha,Fraude informático,Desconocida,Masculino,2012,3.0,0.0
Castilla - La Mancha,Fraude informático,Desconocida,Masculino,2011,0.0,0.0
Castilla - La Mancha,Fraude informático,Desconocida,Femenino,2019,0.0,911.0
Castilla - La Mancha,Fraude informático,Desconocida,Femenino,2018,0.0,545.0
Castilla - La Mancha,Fraude informático,Desconocida,Femenino,2017,0.0,294.0
Castilla - La Mancha,Fraude informático,Desconocida,Femenino,2016,1.0,198.0
Castilla - La Mancha,Fraude informático,Desconocida,Femenino,2015,4.0,157.0
Castilla - La Mancha,Fraude informático,Desconocida,Femenino,2014,1.0,134.0
Castilla - La Mancha,Fraude informático,Desconocida,Femenino,2013,0.0,107.0
Castilla - La Mancha,Fraude informático,Desconocida,Femenino,2012,2.0,94.0
Castilla - La Mancha,Fraude informático,Desconocida,Femenino,2011,0.0,50.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,< 18,Masculino,2019,1.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,< 18,Masculino,2018,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,< 18,Masculino,2017,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,< 18,Masculino,2016,1.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,< 18,Masculino,2015,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,< 18,Masculino,2014,1.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,< 18,Masculino,2013,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,< 18,Masculino,2012,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,< 18,Masculino,2011,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,< 18,Femenino,2019,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,< 18,Femenino,2018,0.0,1.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,< 18,Femenino,2017,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,< 18,Femenino,2016,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,< 18,Femenino,2015,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,< 18,Femenino,2014,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,< 18,Femenino,2013,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,< 18,Femenino,2012,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,< 18,Femenino,2011,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,18 a 25,Masculino,2019,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,18 a 25,Masculino,2018,0.0,1.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,18 a 25,Masculino,2017,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,18 a 25,Masculino,2016,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,18 a 25,Masculino,2015,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,18 a 25,Masculino,2014,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,18 a 25,Masculino,2013,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,18 a 25,Masculino,2012,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,18 a 25,Masculino,2011,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,18 a 25,Femenino,2019,0.0,2.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,18 a 25,Femenino,2018,0.0,2.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,18 a 25,Femenino,2017,0.0,1.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,18 a 25,Femenino,2016,0.0,3.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,18 a 25,Femenino,2015,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,18 a 25,Femenino,2014,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,18 a 25,Femenino,2013,0.0,2.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,18 a 25,Femenino,2012,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,18 a 25,Femenino,2011,0.0,1.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,26 a 40,Masculino,2019,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,26 a 40,Masculino,2018,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,26 a 40,Masculino,2017,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,26 a 40,Masculino,2016,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,26 a 40,Masculino,2015,2.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,26 a 40,Masculino,2014,2.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,26 a 40,Masculino,2013,1.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,26 a 40,Masculino,2012,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,26 a 40,Masculino,2011,1.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,26 a 40,Femenino,2019,0.0,2.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,26 a 40,Femenino,2018,0.0,3.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,26 a 40,Femenino,2017,0.0,3.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,26 a 40,Femenino,2016,0.0,4.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,26 a 40,Femenino,2015,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,26 a 40,Femenino,2014,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,26 a 40,Femenino,2013,0.0,2.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,26 a 40,Femenino,2012,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,26 a 40,Femenino,2011,0.0,1.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,41 a 50,Masculino,2019,0.0,3.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,41 a 50,Masculino,2018,0.0,4.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,41 a 50,Masculino,2017,0.0,5.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,41 a 50,Masculino,2016,2.0,6.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,41 a 50,Masculino,2015,2.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,41 a 50,Masculino,2014,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,41 a 50,Masculino,2013,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,41 a 50,Masculino,2012,0.0,1.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,41 a 50,Masculino,2011,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,41 a 50,Femenino,2019,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,41 a 50,Femenino,2018,1.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,41 a 50,Femenino,2017,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,41 a 50,Femenino,2016,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,41 a 50,Femenino,2015,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,41 a 50,Femenino,2014,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,41 a 50,Femenino,2013,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,41 a 50,Femenino,2012,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,41 a 50,Femenino,2011,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,51 a 65,Masculino,2019,0.0,5.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,51 a 65,Masculino,2018,0.0,4.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,51 a 65,Masculino,2017,0.0,13.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,51 a 65,Masculino,2016,0.0,7.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,51 a 65,Masculino,2015,0.0,7.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,51 a 65,Masculino,2014,0.0,2.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,51 a 65,Masculino,2013,0.0,1.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,51 a 65,Masculino,2012,0.0,1.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,51 a 65,Masculino,2011,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,51 a 65,Femenino,2019,0.0,6.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,51 a 65,Femenino,2018,0.0,3.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,51 a 65,Femenino,2017,0.0,3.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,51 a 65,Femenino,2016,0.0,3.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,51 a 65,Femenino,2015,0.0,2.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,51 a 65,Femenino,2014,0.0,1.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,51 a 65,Femenino,2013,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,51 a 65,Femenino,2012,0.0,1.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,51 a 65,Femenino,2011,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,> 65,Masculino,2019,0.0,11.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,> 65,Masculino,2018,0.0,7.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,> 65,Masculino,2017,0.0,16.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,> 65,Masculino,2016,0.0,10.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,> 65,Masculino,2015,0.0,9.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,> 65,Masculino,2014,0.0,4.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,> 65,Masculino,2013,0.0,1.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,> 65,Masculino,2012,0.0,2.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,> 65,Masculino,2011,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,> 65,Femenino,2019,0.0,7.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,> 65,Femenino,2018,0.0,1.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,> 65,Femenino,2017,0.0,6.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,> 65,Femenino,2016,0.0,7.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,> 65,Femenino,2015,0.0,2.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,> 65,Femenino,2014,0.0,3.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,> 65,Femenino,2013,0.0,1.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,> 65,Femenino,2012,0.0,2.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,> 65,Femenino,2011,0.0,2.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,Desconocida,Masculino,2019,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,Desconocida,Masculino,2018,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,Desconocida,Masculino,2017,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,Desconocida,Masculino,2016,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,Desconocida,Masculino,2015,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,Desconocida,Masculino,2014,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,Desconocida,Masculino,2013,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,Desconocida,Masculino,2012,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,Desconocida,Masculino,2011,0.0,0.0
Castilla - La Mancha,Interferencia en los datos y en el sistema,Desconocida,Femenino,2019,0.0,14.0
