Comunidad,Grupo Penal,Rango Edad,Sexo,Año,Detenciones e investigados
Comunidad Valenciana,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2018,1.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2017,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2016,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2015,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2014,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2013,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2012,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2011,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2019,1.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2018,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2017,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2016,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2015,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2014,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2013,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2012,0.0
Comunidad Valenciana,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2011,0.0
Comunidad Valenciana,Delitos sexuales,< 18,Masculino,2019,40.0
Comunidad Valenciana,Delitos sexuales,< 18,Masculino,2018,20.0
Comunidad Valenciana,Delitos sexuales,< 18,Masculino,2017,10.0
Comunidad Valenciana,Delitos sexuales,< 18,Masculino,2016,5.0
Comunidad Valenciana,Delitos sexuales,< 18,Masculino,2015,12.0
Comunidad Valenciana,Delitos sexuales,< 18,Masculino,2014,7.0
Comunidad Valenciana,Delitos sexuales,< 18,Masculino,2013,17.0
Comunidad Valenciana,Delitos sexuales,< 18,Masculino,2012,3.0
Comunidad Valenciana,Delitos sexuales,< 18,Masculino,2011,3.0
Comunidad Valenciana,Delitos sexuales,< 18,Femenino,2019,2.0
Comunidad Valenciana,Delitos sexuales,< 18,Femenino,2018,0.0
Comunidad Valenciana,Delitos sexuales,< 18,Femenino,2017,0.0
Comunidad Valenciana,Delitos sexuales,< 18,Femenino,2016,0.0
Comunidad Valenciana,Delitos sexuales,< 18,Femenino,2015,1.0
Comunidad Valenciana,Delitos sexuales,< 18,Femenino,2014,5.0
Comunidad Valenciana,Delitos sexuales,< 18,Femenino,2013,4.0
Comunidad Valenciana,Delitos sexuales,< 18,Femenino,2012,1.0
Comunidad Valenciana,Delitos sexuales,< 18,Femenino,2011,0.0
Comunidad Valenciana,Delitos sexuales,18 a 25,Masculino,2019,31.0
Comunidad Valenciana,Delitos sexuales,18 a 25,Masculino,2018,24.0
Comunidad Valenciana,Delitos sexuales,18 a 25,Masculino,2017,16.0
Comunidad Valenciana,Delitos sexuales,18 a 25,Masculino,2016,19.0
Comunidad Valenciana,Delitos sexuales,18 a 25,Masculino,2015,23.0
Comunidad Valenciana,Delitos sexuales,18 a 25,Masculino,2014,11.0
Comunidad Valenciana,Delitos sexuales,18 a 25,Masculino,2013,11.0
Comunidad Valenciana,Delitos sexuales,18 a 25,Masculino,2012,11.0
Comunidad Valenciana,Delitos sexuales,18 a 25,Masculino,2011,9.0
Comunidad Valenciana,Delitos sexuales,18 a 25,Femenino,2019,0.0
Comunidad Valenciana,Delitos sexuales,18 a 25,Femenino,2018,1.0
Comunidad Valenciana,Delitos sexuales,18 a 25,Femenino,2017,1.0
Comunidad Valenciana,Delitos sexuales,18 a 25,Femenino,2016,0.0
Comunidad Valenciana,Delitos sexuales,18 a 25,Femenino,2015,0.0
Comunidad Valenciana,Delitos sexuales,18 a 25,Femenino,2014,0.0
Comunidad Valenciana,Delitos sexuales,18 a 25,Femenino,2013,1.0
Comunidad Valenciana,Delitos sexuales,18 a 25,Femenino,2012,1.0
Comunidad Valenciana,Delitos sexuales,18 a 25,Femenino,2011,1.0
Comunidad Valenciana,Delitos sexuales,26 a 40,Masculino,2019,36.0
Comunidad Valenciana,Delitos sexuales,26 a 40,Masculino,2018,25.0
Comunidad Valenciana,Delitos sexuales,26 a 40,Masculino,2017,30.0
Comunidad Valenciana,Delitos sexuales,26 a 40,Masculino,2016,31.0
Comunidad Valenciana,Delitos sexuales,26 a 40,Masculino,2015,98.0
Comunidad Valenciana,Delitos sexuales,26 a 40,Masculino,2014,35.0
Comunidad Valenciana,Delitos sexuales,26 a 40,Masculino,2013,28.0
Comunidad Valenciana,Delitos sexuales,26 a 40,Masculino,2012,23.0
Comunidad Valenciana,Delitos sexuales,26 a 40,Masculino,2011,31.0
Comunidad Valenciana,Delitos sexuales,26 a 40,Femenino,2019,0.0
Comunidad Valenciana,Delitos sexuales,26 a 40,Femenino,2018,1.0
Comunidad Valenciana,Delitos sexuales,26 a 40,Femenino,2017,1.0
Comunidad Valenciana,Delitos sexuales,26 a 40,Femenino,2016,1.0
Comunidad Valenciana,Delitos sexuales,26 a 40,Femenino,2015,1.0
Comunidad Valenciana,Delitos sexuales,26 a 40,Femenino,2014,1.0
Comunidad Valenciana,Delitos sexuales,26 a 40,Femenino,2013,0.0
Comunidad Valenciana,Delitos sexuales,26 a 40,Femenino,2012,0.0
Comunidad Valenciana,Delitos sexuales,26 a 40,Femenino,2011,3.0
Comunidad Valenciana,Delitos sexuales,41 a 50,Masculino,2019,25.0
Comunidad Valenciana,Delitos sexuales,41 a 50,Masculino,2018,18.0
Comunidad Valenciana,Delitos sexuales,41 a 50,Masculino,2017,25.0
Comunidad Valenciana,Delitos sexuales,41 a 50,Masculino,2016,24.0
Comunidad Valenciana,Delitos sexuales,41 a 50,Masculino,2015,26.0
Comunidad Valenciana,Delitos sexuales,41 a 50,Masculino,2014,18.0
Comunidad Valenciana,Delitos sexuales,41 a 50,Masculino,2013,16.0
Comunidad Valenciana,Delitos sexuales,41 a 50,Masculino,2012,15.0
Comunidad Valenciana,Delitos sexuales,41 a 50,Masculino,2011,21.0
Comunidad Valenciana,Delitos sexuales,41 a 50,Femenino,2019,1.0
Comunidad Valenciana,Delitos sexuales,41 a 50,Femenino,2018,0.0
Comunidad Valenciana,Delitos sexuales,41 a 50,Femenino,2017,2.0
Comunidad Valenciana,Delitos sexuales,41 a 50,Femenino,2016,0.0
Comunidad Valenciana,Delitos sexuales,41 a 50,Femenino,2015,1.0
Comunidad Valenciana,Delitos sexuales,41 a 50,Femenino,2014,0.0
Comunidad Valenciana,Delitos sexuales,41 a 50,Femenino,2013,0.0
Comunidad Valenciana,Delitos sexuales,41 a 50,Femenino,2012,1.0
Comunidad Valenciana,Delitos sexuales,41 a 50,Femenino,2011,1.0
Comunidad Valenciana,Delitos sexuales,51 a 65,Masculino,2019,13.0
Comunidad Valenciana,Delitos sexuales,51 a 65,Masculino,2018,11.0
Comunidad Valenciana,Delitos sexuales,51 a 65,Masculino,2017,9.0
Comunidad Valenciana,Delitos sexuales,51 a 65,Masculino,2016,12.0
Comunidad Valenciana,Delitos sexuales,51 a 65,Masculino,2015,10.0
Comunidad Valenciana,Delitos sexuales,51 a 65,Masculino,2014,12.0
Comunidad Valenciana,Delitos sexuales,51 a 65,Masculino,2013,8.0
Comunidad Valenciana,Delitos sexuales,51 a 65,Masculino,2012,11.0
Comunidad Valenciana,Delitos sexuales,51 a 65,Masculino,2011,13.0
Comunidad Valenciana,Delitos sexuales,51 a 65,Femenino,2019,0.0
Comunidad Valenciana,Delitos sexuales,51 a 65,Femenino,2018,1.0
Comunidad Valenciana,Delitos sexuales,51 a 65,Femenino,2017,0.0
Comunidad Valenciana,Delitos sexuales,51 a 65,Femenino,2016,1.0
Comunidad Valenciana,Delitos sexuales,51 a 65,Femenino,2015,0.0
Comunidad Valenciana,Delitos sexuales,51 a 65,Femenino,2014,0.0
Comunidad Valenciana,Delitos sexuales,51 a 65,Femenino,2013,0.0
Comunidad Valenciana,Delitos sexuales,51 a 65,Femenino,2012,0.0
Comunidad Valenciana,Delitos sexuales,51 a 65,Femenino,2011,0.0
Comunidad Valenciana,Delitos sexuales,> 65,Masculino,2019,3.0
Comunidad Valenciana,Delitos sexuales,> 65,Masculino,2018,3.0
Comunidad Valenciana,Delitos sexuales,> 65,Masculino,2017,3.0
Comunidad Valenciana,Delitos sexuales,> 65,Masculino,2016,2.0
Comunidad Valenciana,Delitos sexuales,> 65,Masculino,2015,4.0
Comunidad Valenciana,Delitos sexuales,> 65,Masculino,2014,6.0
Comunidad Valenciana,Delitos sexuales,> 65,Masculino,2013,5.0
Comunidad Valenciana,Delitos sexuales,> 65,Masculino,2012,4.0
Comunidad Valenciana,Delitos sexuales,> 65,Masculino,2011,2.0
Comunidad Valenciana,Delitos sexuales,> 65,Femenino,2019,1.0
Comunidad Valenciana,Delitos sexuales,> 65,Femenino,2018,0.0
Comunidad Valenciana,Delitos sexuales,> 65,Femenino,2017,0.0
Comunidad Valenciana,Delitos sexuales,> 65,Femenino,2016,0.0
Comunidad Valenciana,Delitos sexuales,> 65,Femenino,2015,0.0
Comunidad Valenciana,Delitos sexuales,> 65,Femenino,2014,0.0
Comunidad Valenciana,Delitos sexuales,> 65,Femenino,2013,0.0
Comunidad Valenciana,Delitos sexuales,> 65,Femenino,2012,0.0
Comunidad Valenciana,Delitos sexuales,> 65,Femenino,2011,0.0
Comunidad Valenciana,Delitos sexuales,Desconocida,Masculino,2019,1.0
Comunidad Valenciana,Delitos sexuales,Desconocida,Masculino,2018,0.0
Comunidad Valenciana,Delitos sexuales,Desconocida,Masculino,2017,1.0
Comunidad Valenciana,Delitos sexuales,Desconocida,Masculino,2016,0.0
Comunidad Valenciana,Delitos sexuales,Desconocida,Masculino,2015,1.0
Comunidad Valenciana,Delitos sexuales,Desconocida,Masculino,2014,2.0
Comunidad Valenciana,Delitos sexuales,Desconocida,Masculino,2013,0.0
Comunidad Valenciana,Delitos sexuales,Desconocida,Masculino,2012,3.0
Comunidad Valenciana,Delitos sexuales,Desconocida,Masculino,2011,1.0
Comunidad Valenciana,Delitos sexuales,Desconocida,Femenino,2019,0.0
Comunidad Valenciana,Delitos sexuales,Desconocida,Femenino,2018,0.0
Comunidad Valenciana,Delitos sexuales,Desconocida,Femenino,2017,0.0
Comunidad Valenciana,Delitos sexuales,Desconocida,Femenino,2016,0.0
Comunidad Valenciana,Delitos sexuales,Desconocida,Femenino,2015,0.0
Comunidad Valenciana,Delitos sexuales,Desconocida,Femenino,2014,0.0
Comunidad Valenciana,Delitos sexuales,Desconocida,Femenino,2013,0.0
Comunidad Valenciana,Delitos sexuales,Desconocida,Femenino,2012,0.0
Comunidad Valenciana,Delitos sexuales,Desconocida,Femenino,2011,0.0
Comunidad Valenciana,Falsificación informática,< 18,Masculino,2019,1.0
Comunidad Valenciana,Falsificación informática,< 18,Masculino,2018,3.0
Comunidad Valenciana,Falsificación informática,< 18,Masculino,2017,2.0
Comunidad Valenciana,Falsificación informática,< 18,Masculino,2016,0.0
Comunidad Valenciana,Falsificación informática,< 18,Masculino,2015,1.0
Comunidad Valenciana,Falsificación informática,< 18,Masculino,2014,0.0
Comunidad Valenciana,Falsificación informática,< 18,Masculino,2013,2.0
Comunidad Valenciana,Falsificación informática,< 18,Masculino,2012,0.0
Comunidad Valenciana,Falsificación informática,< 18,Masculino,2011,1.0
Comunidad Valenciana,Falsificación informática,< 18,Femenino,2019,1.0
Comunidad Valenciana,Falsificación informática,< 18,Femenino,2018,0.0
Comunidad Valenciana,Falsificación informática,< 18,Femenino,2017,2.0
Comunidad Valenciana,Falsificación informática,< 18,Femenino,2016,1.0
Comunidad Valenciana,Falsificación informática,< 18,Femenino,2015,0.0
Comunidad Valenciana,Falsificación informática,< 18,Femenino,2014,1.0
Comunidad Valenciana,Falsificación informática,< 18,Femenino,2013,0.0
Comunidad Valenciana,Falsificación informática,< 18,Femenino,2012,1.0
Comunidad Valenciana,Falsificación informática,< 18,Femenino,2011,1.0
Comunidad Valenciana,Falsificación informática,18 a 25,Masculino,2019,4.0
Comunidad Valenciana,Falsificación informática,18 a 25,Masculino,2018,7.0
Comunidad Valenciana,Falsificación informática,18 a 25,Masculino,2017,9.0
Comunidad Valenciana,Falsificación informática,18 a 25,Masculino,2016,9.0
Comunidad Valenciana,Falsificación informática,18 a 25,Masculino,2015,9.0
Comunidad Valenciana,Falsificación informática,18 a 25,Masculino,2014,1.0
Comunidad Valenciana,Falsificación informática,18 a 25,Masculino,2013,2.0
Comunidad Valenciana,Falsificación informática,18 a 25,Masculino,2012,4.0
Comunidad Valenciana,Falsificación informática,18 a 25,Masculino,2011,2.0
Comunidad Valenciana,Falsificación informática,18 a 25,Femenino,2019,0.0
Comunidad Valenciana,Falsificación informática,18 a 25,Femenino,2018,3.0
Comunidad Valenciana,Falsificación informática,18 a 25,Femenino,2017,2.0
Comunidad Valenciana,Falsificación informática,18 a 25,Femenino,2016,3.0
Comunidad Valenciana,Falsificación informática,18 a 25,Femenino,2015,3.0
Comunidad Valenciana,Falsificación informática,18 a 25,Femenino,2014,1.0
Comunidad Valenciana,Falsificación informática,18 a 25,Femenino,2013,3.0
Comunidad Valenciana,Falsificación informática,18 a 25,Femenino,2012,1.0
Comunidad Valenciana,Falsificación informática,18 a 25,Femenino,2011,2.0
Comunidad Valenciana,Falsificación informática,26 a 40,Masculino,2019,16.0
Comunidad Valenciana,Falsificación informática,26 a 40,Masculino,2018,10.0
Comunidad Valenciana,Falsificación informática,26 a 40,Masculino,2017,11.0
Comunidad Valenciana,Falsificación informática,26 a 40,Masculino,2016,14.0
Comunidad Valenciana,Falsificación informática,26 a 40,Masculino,2015,19.0
Comunidad Valenciana,Falsificación informática,26 a 40,Masculino,2014,10.0
Comunidad Valenciana,Falsificación informática,26 a 40,Masculino,2013,10.0
Comunidad Valenciana,Falsificación informática,26 a 40,Masculino,2012,13.0
Comunidad Valenciana,Falsificación informática,26 a 40,Masculino,2011,13.0
Comunidad Valenciana,Falsificación informática,26 a 40,Femenino,2019,7.0
Comunidad Valenciana,Falsificación informática,26 a 40,Femenino,2018,5.0
Comunidad Valenciana,Falsificación informática,26 a 40,Femenino,2017,9.0
Comunidad Valenciana,Falsificación informática,26 a 40,Femenino,2016,13.0
Comunidad Valenciana,Falsificación informática,26 a 40,Femenino,2015,11.0
Comunidad Valenciana,Falsificación informática,26 a 40,Femenino,2014,3.0
Comunidad Valenciana,Falsificación informática,26 a 40,Femenino,2013,5.0
Comunidad Valenciana,Falsificación informática,26 a 40,Femenino,2012,5.0
Comunidad Valenciana,Falsificación informática,26 a 40,Femenino,2011,6.0
Comunidad Valenciana,Falsificación informática,41 a 50,Masculino,2019,9.0
Comunidad Valenciana,Falsificación informática,41 a 50,Masculino,2018,8.0
Comunidad Valenciana,Falsificación informática,41 a 50,Masculino,2017,11.0
Comunidad Valenciana,Falsificación informática,41 a 50,Masculino,2016,5.0
Comunidad Valenciana,Falsificación informática,41 a 50,Masculino,2015,4.0
Comunidad Valenciana,Falsificación informática,41 a 50,Masculino,2014,5.0
Comunidad Valenciana,Falsificación informática,41 a 50,Masculino,2013,1.0
Comunidad Valenciana,Falsificación informática,41 a 50,Masculino,2012,5.0
Comunidad Valenciana,Falsificación informática,41 a 50,Masculino,2011,6.0
Comunidad Valenciana,Falsificación informática,41 a 50,Femenino,2019,4.0
Comunidad Valenciana,Falsificación informática,41 a 50,Femenino,2018,3.0
Comunidad Valenciana,Falsificación informática,41 a 50,Femenino,2017,3.0
Comunidad Valenciana,Falsificación informática,41 a 50,Femenino,2016,4.0
Comunidad Valenciana,Falsificación informática,41 a 50,Femenino,2015,4.0
Comunidad Valenciana,Falsificación informática,41 a 50,Femenino,2014,2.0
Comunidad Valenciana,Falsificación informática,41 a 50,Femenino,2013,3.0
Comunidad Valenciana,Falsificación informática,41 a 50,Femenino,2012,1.0
Comunidad Valenciana,Falsificación informática,41 a 50,Femenino,2011,1.0
Comunidad Valenciana,Falsificación informática,51 a 65,Masculino,2019,1.0
Comunidad Valenciana,Falsificación informática,51 a 65,Masculino,2018,1.0
Comunidad Valenciana,Falsificación informática,51 a 65,Masculino,2017,3.0
Comunidad Valenciana,Falsificación informática,51 a 65,Masculino,2016,4.0
Comunidad Valenciana,Falsificación informática,51 a 65,Masculino,2015,1.0
Comunidad Valenciana,Falsificación informática,51 a 65,Masculino,2014,1.0
Comunidad Valenciana,Falsificación informática,51 a 65,Masculino,2013,1.0
Comunidad Valenciana,Falsificación informática,51 a 65,Masculino,2012,2.0
Comunidad Valenciana,Falsificación informática,51 a 65,Masculino,2011,0.0
Comunidad Valenciana,Falsificación informática,51 a 65,Femenino,2019,1.0
Comunidad Valenciana,Falsificación informática,51 a 65,Femenino,2018,0.0
Comunidad Valenciana,Falsificación informática,51 a 65,Femenino,2017,2.0
Comunidad Valenciana,Falsificación informática,51 a 65,Femenino,2016,2.0
Comunidad Valenciana,Falsificación informática,51 a 65,Femenino,2015,1.0
Comunidad Valenciana,Falsificación informática,51 a 65,Femenino,2014,1.0
Comunidad Valenciana,Falsificación informática,51 a 65,Femenino,2013,1.0
Comunidad Valenciana,Falsificación informática,51 a 65,Femenino,2012,0.0
Comunidad Valenciana,Falsificación informática,51 a 65,Femenino,2011,0.0
Comunidad Valenciana,Falsificación informática,> 65,Masculino,2019,0.0
Comunidad Valenciana,Falsificación informática,> 65,Masculino,2018,1.0
Comunidad Valenciana,Falsificación informática,> 65,Masculino,2017,1.0
Comunidad Valenciana,Falsificación informática,> 65,Masculino,2016,1.0
Comunidad Valenciana,Falsificación informática,> 65,Masculino,2015,0.0
Comunidad Valenciana,Falsificación informática,> 65,Masculino,2014,0.0
Comunidad Valenciana,Falsificación informática,> 65,Masculino,2013,0.0
Comunidad Valenciana,Falsificación informática,> 65,Masculino,2012,0.0
Comunidad Valenciana,Falsificación informática,> 65,Masculino,2011,0.0
Comunidad Valenciana,Falsificación informática,> 65,Femenino,2019,0.0
Comunidad Valenciana,Falsificación informática,> 65,Femenino,2018,1.0
Comunidad Valenciana,Falsificación informática,> 65,Femenino,2017,0.0
Comunidad Valenciana,Falsificación informática,> 65,Femenino,2016,1.0
Comunidad Valenciana,Falsificación informática,> 65,Femenino,2015,0.0
Comunidad Valenciana,Falsificación informática,> 65,Femenino,2014,0.0
Comunidad Valenciana,Falsificación informática,> 65,Femenino,2013,1.0
Comunidad Valenciana,Falsificación informática,> 65,Femenino,2012,0.0
Comunidad Valenciana,Falsificación informática,> 65,Femenino,2011,0.0
Comunidad Valenciana,Falsificación informática,Desconocida,Masculino,2019,0.0
Comunidad Valenciana,Falsificación informática,Desconocida,Masculino,2018,0.0
Comunidad Valenciana,Falsificación informática,Desconocida,Masculino,2017,0.0
Comunidad Valenciana,Falsificación informática,Desconocida,Masculino,2016,0.0
Comunidad Valenciana,Falsificación informática,Desconocida,Masculino,2015,0.0
Comunidad Valenciana,Falsificación informática,Desconocida,Masculino,2014,1.0
Comunidad Valenciana,Falsificación informática,Desconocida,Masculino,2013,0.0
Comunidad Valenciana,Falsificación informática,Desconocida,Masculino,2012,0.0
Comunidad Valenciana,Falsificación informática,Desconocida,Masculino,2011,1.0
Comunidad Valenciana,Falsificación informática,Desconocida,Femenino,2019,0.0
Comunidad Valenciana,Falsificación informática,Desconocida,Femenino,2018,0.0
Comunidad Valenciana,Falsificación informática,Desconocida,Femenino,2017,0.0
Comunidad Valenciana,Falsificación informática,Desconocida,Femenino,2016,0.0
Comunidad Valenciana,Falsificación informática,Desconocida,Femenino,2015,0.0
Comunidad Valenciana,Falsificación informática,Desconocida,Femenino,2014,0.0
Comunidad Valenciana,Falsificación informática,Desconocida,Femenino,2013,0.0
Comunidad Valenciana,Falsificación informática,Desconocida,Femenino,2012,0.0
Comunidad Valenciana,Falsificación informática,Desconocida,Femenino,2011,0.0
Comunidad Valenciana,Fraude informático,< 18,Masculino,2019,6.0
Comunidad Valenciana,Fraude informático,< 18,Masculino,2018,3.0
