Comunidad,Grupo Penal,Rango Edad,Sexo,Año,Victimizaciones
Cataluña,Contra el honor,Desconocida,Masculino,2011,0.0
Cataluña,Contra el honor,Desconocida,Femenino,2019,10.0
Cataluña,Contra el honor,Desconocida,Femenino,2018,4.0
Cataluña,Contra el honor,Desconocida,Femenino,2017,2.0
Cataluña,Contra el honor,Desconocida,Femenino,2016,7.0
Cataluña,Contra el honor,Desconocida,Femenino,2015,17.0
Cataluña,Contra el honor,Desconocida,Femenino,2014,0.0
Cataluña,Contra el honor,Desconocida,Femenino,2013,3.0
Cataluña,Contra el honor,Desconocida,Femenino,2012,3.0
Cataluña,Contra el honor,Desconocida,Femenino,2011,2.0
Cataluña,Contra la propiedad industrial/intelectual,< 18,Masculino,2019,0.0
Cataluña,Contra la propiedad industrial/intelectual,< 18,Masculino,2018,0.0
Cataluña,Contra la propiedad industrial/intelectual,< 18,Masculino,2017,0.0
Cataluña,Contra la propiedad industrial/intelectual,< 18,Masculino,2016,0.0
Cataluña,Contra la propiedad industrial/intelectual,< 18,Masculino,2015,0.0
Cataluña,Contra la propiedad industrial/intelectual,< 18,Masculino,2014,0.0
Cataluña,Contra la propiedad industrial/intelectual,< 18,Masculino,2013,0.0
Cataluña,Contra la propiedad industrial/intelectual,< 18,Masculino,2012,0.0
Cataluña,Contra la propiedad industrial/intelectual,< 18,Masculino,2011,0.0
Cataluña,Contra la propiedad industrial/intelectual,< 18,Femenino,2019,0.0
Cataluña,Contra la propiedad industrial/intelectual,< 18,Femenino,2018,0.0
Cataluña,Contra la propiedad industrial/intelectual,< 18,Femenino,2017,0.0
Cataluña,Contra la propiedad industrial/intelectual,< 18,Femenino,2016,0.0
Cataluña,Contra la propiedad industrial/intelectual,< 18,Femenino,2015,0.0
Cataluña,Contra la propiedad industrial/intelectual,< 18,Femenino,2014,0.0
Cataluña,Contra la propiedad industrial/intelectual,< 18,Femenino,2013,0.0
Cataluña,Contra la propiedad industrial/intelectual,< 18,Femenino,2012,0.0
Cataluña,Contra la propiedad industrial/intelectual,< 18,Femenino,2011,0.0
Cataluña,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2019,0.0
Cataluña,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2018,0.0
Cataluña,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2017,0.0
Cataluña,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2016,0.0
Cataluña,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2015,0.0
Cataluña,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2014,0.0
Cataluña,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2013,0.0
Cataluña,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2012,0.0
Cataluña,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2011,0.0
Cataluña,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2019,0.0
Cataluña,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2018,0.0
Cataluña,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2017,1.0
Cataluña,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2016,0.0
Cataluña,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2015,0.0
Cataluña,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2014,0.0
Cataluña,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2013,0.0
Cataluña,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2012,0.0
Cataluña,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2011,0.0
Cataluña,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2019,0.0
Cataluña,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2018,0.0
Cataluña,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2017,0.0
Cataluña,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2016,0.0
Cataluña,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2015,0.0
Cataluña,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2014,0.0
Cataluña,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2013,0.0
Cataluña,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2012,0.0
Cataluña,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2011,0.0
Cataluña,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2019,0.0
Cataluña,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2018,1.0
Cataluña,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2017,1.0
Cataluña,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2016,0.0
Cataluña,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2015,1.0
Cataluña,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2014,0.0
Cataluña,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2013,0.0
Cataluña,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2012,0.0
Cataluña,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2011,0.0
Cataluña,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2019,0.0
Cataluña,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2018,0.0
Cataluña,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2017,2.0
Cataluña,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2016,1.0
Cataluña,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2015,2.0
Cataluña,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2014,0.0
Cataluña,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2013,2.0
Cataluña,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2012,1.0
Cataluña,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2011,0.0
Cataluña,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2019,0.0
Cataluña,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2018,0.0
Cataluña,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2017,0.0
Cataluña,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2016,0.0
Cataluña,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2015,0.0
Cataluña,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2014,0.0
Cataluña,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2013,0.0
Cataluña,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2012,0.0
Cataluña,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2011,0.0
Cataluña,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2019,1.0
Cataluña,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2018,1.0
Cataluña,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2017,0.0
Cataluña,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2016,2.0
Cataluña,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2015,0.0
Cataluña,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2014,0.0
Cataluña,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2013,1.0
Cataluña,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2012,0.0
Cataluña,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2011,2.0
Cataluña,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2019,0.0
Cataluña,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2018,0.0
Cataluña,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2017,0.0
Cataluña,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2016,1.0
Cataluña,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2015,0.0
Cataluña,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2014,1.0
Cataluña,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2013,2.0
Cataluña,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2012,0.0
Cataluña,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2011,0.0
Cataluña,Contra la propiedad industrial/intelectual,> 65,Masculino,2019,1.0
Cataluña,Contra la propiedad industrial/intelectual,> 65,Masculino,2018,1.0
Cataluña,Contra la propiedad industrial/intelectual,> 65,Masculino,2017,0.0
Cataluña,Contra la propiedad industrial/intelectual,> 65,Masculino,2016,3.0
Cataluña,Contra la propiedad industrial/intelectual,> 65,Masculino,2015,0.0
Cataluña,Contra la propiedad industrial/intelectual,> 65,Masculino,2014,1.0
Cataluña,Contra la propiedad industrial/intelectual,> 65,Masculino,2013,3.0
Cataluña,Contra la propiedad industrial/intelectual,> 65,Masculino,2012,0.0
Cataluña,Contra la propiedad industrial/intelectual,> 65,Masculino,2011,2.0
Cataluña,Contra la propiedad industrial/intelectual,> 65,Femenino,2019,1.0
Cataluña,Contra la propiedad industrial/intelectual,> 65,Femenino,2018,1.0
Cataluña,Contra la propiedad industrial/intelectual,> 65,Femenino,2017,6.0
Cataluña,Contra la propiedad industrial/intelectual,> 65,Femenino,2016,0.0
Cataluña,Contra la propiedad industrial/intelectual,> 65,Femenino,2015,1.0
Cataluña,Contra la propiedad industrial/intelectual,> 65,Femenino,2014,0.0
Cataluña,Contra la propiedad industrial/intelectual,> 65,Femenino,2013,7.0
Cataluña,Contra la propiedad industrial/intelectual,> 65,Femenino,2012,0.0
Cataluña,Contra la propiedad industrial/intelectual,> 65,Femenino,2011,0.0
Cataluña,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2019,0.0
Cataluña,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2018,0.0
Cataluña,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2017,0.0
Cataluña,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2016,0.0
Cataluña,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2015,0.0
Cataluña,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2014,0.0
Cataluña,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2013,0.0
Cataluña,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2012,0.0
Cataluña,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2011,0.0
Cataluña,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2019,2.0
Cataluña,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2018,3.0
Cataluña,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2017,6.0
Cataluña,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2016,0.0
Cataluña,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2015,2.0
Cataluña,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2014,0.0
Cataluña,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2013,7.0
Cataluña,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2012,0.0
Cataluña,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2011,0.0
Cataluña,Delitos sexuales,< 18,Masculino,2019,35.0
Cataluña,Delitos sexuales,< 18,Masculino,2018,35.0
Cataluña,Delitos sexuales,< 18,Masculino,2017,9.0
Cataluña,Delitos sexuales,< 18,Masculino,2016,47.0
Cataluña,Delitos sexuales,< 18,Masculino,2015,71.0
Cataluña,Delitos sexuales,< 18,Masculino,2014,1.0
Cataluña,Delitos sexuales,< 18,Masculino,2013,1.0
Cataluña,Delitos sexuales,< 18,Masculino,2012,0.0
Cataluña,Delitos sexuales,< 18,Masculino,2011,2.0
Cataluña,Delitos sexuales,< 18,Femenino,2019,53.0
Cataluña,Delitos sexuales,< 18,Femenino,2018,72.0
Cataluña,Delitos sexuales,< 18,Femenino,2017,40.0
Cataluña,Delitos sexuales,< 18,Femenino,2016,17.0
Cataluña,Delitos sexuales,< 18,Femenino,2015,26.0
Cataluña,Delitos sexuales,< 18,Femenino,2014,9.0
Cataluña,Delitos sexuales,< 18,Femenino,2013,3.0
Cataluña,Delitos sexuales,< 18,Femenino,2012,8.0
Cataluña,Delitos sexuales,< 18,Femenino,2011,0.0
Cataluña,Delitos sexuales,18 a 25,Masculino,2019,88.0
Cataluña,Delitos sexuales,18 a 25,Masculino,2018,107.0
Cataluña,Delitos sexuales,18 a 25,Masculino,2017,49.0
Cataluña,Delitos sexuales,18 a 25,Masculino,2016,64.0
Cataluña,Delitos sexuales,18 a 25,Masculino,2015,97.0
Cataluña,Delitos sexuales,18 a 25,Masculino,2014,10.0
Cataluña,Delitos sexuales,18 a 25,Masculino,2013,4.0
Cataluña,Delitos sexuales,18 a 25,Masculino,2012,8.0
Cataluña,Delitos sexuales,18 a 25,Masculino,2011,3.0
Cataluña,Delitos sexuales,18 a 25,Femenino,2019,2.0
Cataluña,Delitos sexuales,18 a 25,Femenino,2018,5.0
Cataluña,Delitos sexuales,18 a 25,Femenino,2017,1.0
Cataluña,Delitos sexuales,18 a 25,Femenino,2016,18.0
Cataluña,Delitos sexuales,18 a 25,Femenino,2015,0.0
Cataluña,Delitos sexuales,18 a 25,Femenino,2014,0.0
Cataluña,Delitos sexuales,18 a 25,Femenino,2013,0.0
Cataluña,Delitos sexuales,18 a 25,Femenino,2012,0.0
Cataluña,Delitos sexuales,18 a 25,Femenino,2011,0.0
Cataluña,Delitos sexuales,26 a 40,Masculino,2019,0.0
Cataluña,Delitos sexuales,26 a 40,Masculino,2018,0.0
Cataluña,Delitos sexuales,26 a 40,Masculino,2017,0.0
Cataluña,Delitos sexuales,26 a 40,Masculino,2016,0.0
Cataluña,Delitos sexuales,26 a 40,Masculino,2015,0.0
Cataluña,Delitos sexuales,26 a 40,Masculino,2014,0.0
Cataluña,Delitos sexuales,26 a 40,Masculino,2013,0.0
Cataluña,Delitos sexuales,26 a 40,Masculino,2012,0.0
Cataluña,Delitos sexuales,26 a 40,Masculino,2011,0.0
Cataluña,Delitos sexuales,26 a 40,Femenino,2019,8.0
Cataluña,Delitos sexuales,26 a 40,Femenino,2018,13.0
Cataluña,Delitos sexuales,26 a 40,Femenino,2017,24.0
Cataluña,Delitos sexuales,26 a 40,Femenino,2016,21.0
Cataluña,Delitos sexuales,26 a 40,Femenino,2015,0.0
Cataluña,Delitos sexuales,26 a 40,Femenino,2014,0.0
Cataluña,Delitos sexuales,26 a 40,Femenino,2013,0.0
Cataluña,Delitos sexuales,26 a 40,Femenino,2012,0.0
Cataluña,Delitos sexuales,26 a 40,Femenino,2011,0.0
Cataluña,Delitos sexuales,41 a 50,Masculino,2019,6.0
Cataluña,Delitos sexuales,41 a 50,Masculino,2018,11.0
Cataluña,Delitos sexuales,41 a 50,Masculino,2017,5.0
Cataluña,Delitos sexuales,41 a 50,Masculino,2016,1.0
Cataluña,Delitos sexuales,41 a 50,Masculino,2015,2.0
Cataluña,Delitos sexuales,41 a 50,Masculino,2014,0.0
Cataluña,Delitos sexuales,41 a 50,Masculino,2013,1.0
Cataluña,Delitos sexuales,41 a 50,Masculino,2012,0.0
Cataluña,Delitos sexuales,41 a 50,Masculino,2011,1.0
Cataluña,Delitos sexuales,41 a 50,Femenino,2019,0.0
Cataluña,Delitos sexuales,41 a 50,Femenino,2018,0.0
Cataluña,Delitos sexuales,41 a 50,Femenino,2017,0.0
Cataluña,Delitos sexuales,41 a 50,Femenino,2016,0.0
Cataluña,Delitos sexuales,41 a 50,Femenino,2015,0.0
Cataluña,Delitos sexuales,41 a 50,Femenino,2014,0.0
Cataluña,Delitos sexuales,41 a 50,Femenino,2013,1.0
Cataluña,Delitos sexuales,41 a 50,Femenino,2012,0.0
Cataluña,Delitos sexuales,41 a 50,Femenino,2011,0.0
Cataluña,Delitos sexuales,51 a 65,Masculino,2019,6.0
Cataluña,Delitos sexuales,51 a 65,Masculino,2018,6.0
Cataluña,Delitos sexuales,51 a 65,Masculino,2017,5.0
Cataluña,Delitos sexuales,51 a 65,Masculino,2016,3.0
Cataluña,Delitos sexuales,51 a 65,Masculino,2015,4.0
Cataluña,Delitos sexuales,51 a 65,Masculino,2014,1.0
Cataluña,Delitos sexuales,51 a 65,Masculino,2013,0.0
Cataluña,Delitos sexuales,51 a 65,Masculino,2012,0.0
Cataluña,Delitos sexuales,51 a 65,Masculino,2011,0.0
Cataluña,Delitos sexuales,51 a 65,Femenino,2019,4.0
Cataluña,Delitos sexuales,51 a 65,Femenino,2018,13.0
Cataluña,Delitos sexuales,51 a 65,Femenino,2017,8.0
Cataluña,Delitos sexuales,51 a 65,Femenino,2016,1.0
Cataluña,Delitos sexuales,51 a 65,Femenino,2015,2.0
Cataluña,Delitos sexuales,51 a 65,Femenino,2014,1.0
Cataluña,Delitos sexuales,51 a 65,Femenino,2013,0.0
Cataluña,Delitos sexuales,51 a 65,Femenino,2012,0.0
Cataluña,Delitos sexuales,51 a 65,Femenino,2011,0.0
Cataluña,Delitos sexuales,> 65,Masculino,2019,10.0
Cataluña,Delitos sexuales,> 65,Masculino,2018,19.0
Cataluña,Delitos sexuales,> 65,Masculino,2017,13.0
Cataluña,Delitos sexuales,> 65,Masculino,2016,4.0
Cataluña,Delitos sexuales,> 65,Masculino,2015,6.0
Cataluña,Delitos sexuales,> 65,Masculino,2014,2.0
Cataluña,Delitos sexuales,> 65,Masculino,2013,0.0
Cataluña,Delitos sexuales,> 65,Masculino,2012,0.0
Cataluña,Delitos sexuales,> 65,Masculino,2011,0.0
Cataluña,Delitos sexuales,> 65,Femenino,2019,1.0
Cataluña,Delitos sexuales,> 65,Femenino,2018,4.0
Cataluña,Delitos sexuales,> 65,Femenino,2017,2.0
Cataluña,Delitos sexuales,> 65,Femenino,2016,0.0
Cataluña,Delitos sexuales,> 65,Femenino,2015,1.0
Cataluña,Delitos sexuales,> 65,Femenino,2014,0.0
Cataluña,Delitos sexuales,> 65,Femenino,2013,0.0
Cataluña,Delitos sexuales,> 65,Femenino,2012,1.0
Cataluña,Delitos sexuales,> 65,Femenino,2011,0.0
Cataluña,Delitos sexuales,Desconocida,Masculino,2019,0.0
Cataluña,Delitos sexuales,Desconocida,Masculino,2018,0.0
Cataluña,Delitos sexuales,Desconocida,Masculino,2017,0.0
Cataluña,Delitos sexuales,Desconocida,Masculino,2016,0.0
Cataluña,Delitos sexuales,Desconocida,Masculino,2015,0.0
Cataluña,Delitos sexuales,Desconocida,Masculino,2014,0.0
Cataluña,Delitos sexuales,Desconocida,Masculino,2013,0.0
Cataluña,Delitos sexuales,Desconocida,Masculino,2012,0.0
Cataluña,Delitos sexuales,Desconocida,Masculino,2011,0.0
Cataluña,Delitos sexuales,Desconocida,Femenino,2019,1.0
Cataluña,Delitos sexuales,Desconocida,Femenino,2018,9.0
Cataluña,Delitos sexuales,Desconocida,Femenino,2017,2.0
Cataluña,Delitos sexuales,Desconocida,Femenino,2016,1.0
Cataluña,Delitos sexuales,Desconocida,Femenino,2015,3.0
Cataluña,Delitos sexuales,Desconocida,Femenino,2014,1.0
Cataluña,Delitos sexuales,Desconocida,Femenino,2013,0.0
Cataluña,Delitos sexuales,Desconocida,Femenino,2012,2.0
Cataluña,Delitos sexuales,Desconocida,Femenino,2011,0.0
Cataluña,Falsificación informática,< 18,Masculino,2019,3.0
Cataluña,Falsificación informática,< 18,Masculino,2018,3.0
Cataluña,Falsificación informática,< 18,Masculino,2017,0.0
Cataluña,Falsificación informática,< 18,Masculino,2016,0.0
Cataluña,Falsificación informática,< 18,Masculino,2015,3.0
Cataluña,Falsificación informática,< 18,Masculino,2014,0.0
Cataluña,Falsificación informática,< 18,Masculino,2013,0.0
Cataluña,Falsificación informática,< 18,Masculino,2012,1.0
Cataluña,Falsificación informática,< 18,Masculino,2011,0.0
Cataluña,Falsificación informática,< 18,Femenino,2019,6.0
Cataluña,Falsificación informática,< 18,Femenino,2018,2.0
Cataluña,Falsificación informática,< 18,Femenino,2017,7.0
Cataluña,Falsificación informática,< 18,Femenino,2016,1.0
Cataluña,Falsificación informática,< 18,Femenino,2015,3.0
Cataluña,Falsificación informática,< 18,Femenino,2014,0.0
Cataluña,Falsificación informática,< 18,Femenino,2013,0.0
Cataluña,Falsificación informática,< 18,Femenino,2012,3.0
Cataluña,Falsificación informática,< 18,Femenino,2011,0.0
Cataluña,Falsificación informática,18 a 25,Masculino,2019,9.0
Cataluña,Falsificación informática,18 a 25,Masculino,2018,5.0
Cataluña,Falsificación informática,18 a 25,Masculino,2017,7.0
Cataluña,Falsificación informática,18 a 25,Masculino,2016,1.0
Cataluña,Falsificación informática,18 a 25,Masculino,2015,6.0
Cataluña,Falsificación informática,18 a 25,Masculino,2014,0.0
Cataluña,Falsificación informática,18 a 25,Masculino,2013,0.0
Cataluña,Falsificación informática,18 a 25,Masculino,2012,4.0
Cataluña,Falsificación informática,18 a 25,Masculino,2011,0.0
Cataluña,Falsificación informática,18 a 25,Femenino,2019,9.0
Cataluña,Falsificación informática,18 a 25,Femenino,2018,6.0
Cataluña,Falsificación informática,18 a 25,Femenino,2017,15.0
